date,project,site_no,elev_ft
2024-10-03,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1556.75
2024-10-04,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1555.8
2024-10-05,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1554.84
2024-10-06,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1553.89
2024-10-07,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1552.94
2024-10-08,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1551.99
2024-10-09,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1551.03
2024-10-10,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1550.09
2024-10-11,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1549.15
2024-10-12,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1548.2
2024-10-13,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1547.26
2024-10-14,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1546.32
2024-10-15,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1544.76
2024-10-16,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1542.97
2024-10-17,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1541.27
2024-10-18,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1539.51
2024-10-19,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1537.23
2024-10-20,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1534.91
2024-10-21,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1532.87
2024-10-22,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1530.71
2024-10-23,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1528.5
2024-10-24,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1526.32
2024-10-25,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1524.16
2024-10-26,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1522.05
2024-10-27,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1520.4
2024-10-28,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1518.66
2024-10-29,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1516.66
2024-10-30,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1514.59
2024-10-31,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1512.71
2024-11-01,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1512.08
2024-11-02,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1511.67
2024-11-03,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1511.98
2024-11-04,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1511.17
2024-11-05,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1509.95
2024-11-06,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1508.44
2024-11-07,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1506.83
2024-11-08,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1505.19
2024-11-09,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1503.16
2024-11-10,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1501.22
2024-11-11,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1500.09
2024-11-12,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1500.0
2024-11-13,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1501.27
2024-11-14,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1503.81
2024-11-15,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1504.47
2024-11-16,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1503.94
2024-11-17,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1509.25
2024-11-18,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1512.84
2024-11-19,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1511.8
2024-11-20,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1509.93
2024-11-21,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1509.25
2024-11-22,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1509.59
2024-11-23,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1509.74
2024-11-24,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1508.42
2024-11-25,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1506.26
2024-11-26,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1503.95
2024-11-27,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1503.35
2024-11-28,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1502.59
2024-11-29,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1502.04
2024-11-30,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1501.67
2024-12-01,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1501.5
2024-12-02,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1501.4
2024-12-03,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1501.29
2024-12-04,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1501.25
2024-12-05,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1501.08
2024-12-06,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1500.74
2024-12-07,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1500.92
2024-12-08,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1501.64
2024-12-09,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1501.95
2024-12-10,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1502.06
2024-12-11,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1502.01
2024-12-12,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1502.1
2024-12-13,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1502.74
2024-12-14,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1503.97
2024-12-15,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1505.18
2024-12-16,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1507.33
2024-12-17,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1512.72
2024-12-18,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1518.81
2024-12-19,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1523.35
2024-12-20,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1526.61
2024-12-21,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1529.21
2024-12-22,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1531.8
2024-12-23,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1534.26
2024-12-24,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1539.91
2024-12-25,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1544.78
2024-12-26,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1553.97
2024-12-27,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1565.24
2024-12-28,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1575.1
2024-12-29,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1589.31
2024-12-30,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1597.46
2024-12-31,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1602.47
2025-01-01,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1606.08
2025-01-02,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1610.47
2025-01-03,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1618.44
2025-01-04,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1625.12
2025-01-05,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1631.31
2025-01-06,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1636.14
2025-01-07,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1638.42
2025-01-08,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1638.49
2025-01-09,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1636.76
2025-01-10,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1634.21
2025-01-11,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1631.45
2025-01-12,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1628.36
2025-01-13,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1625.01
2025-01-14,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1621.45
2025-01-15,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1617.29
2025-01-16,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1612.94
2025-01-17,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1608.5
2025-01-18,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1603.93
2025-01-19,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1599.29
2025-01-20,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1594.54
2025-01-21,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1589.49
2025-01-22,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1584.19
2025-01-23,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1578.65
2025-01-24,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1573.15
2025-01-25,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1567.23
2025-01-26,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1561.18
2025-01-27,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1555.1
2025-01-28,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1549.11
2025-01-29,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1545.24
2025-01-30,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1541.33
2025-01-31,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1538.16
2025-02-01,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1536.44
2025-02-02,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1534.2
2025-02-03,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1532.44
2025-02-04,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1531.54
2025-02-05,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1531.31
2025-02-06,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1531.21
2025-02-07,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1531.39
2025-02-08,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1531.57
2025-02-09,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1531.58
2025-02-10,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1531.51
2025-02-11,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1531.4
2025-02-12,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1531.23
2025-02-13,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1531.06
2025-02-14,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1529.9
2025-02-15,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1528.45
2025-02-16,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1527.91
2025-02-17,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1529.35
2025-02-18,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1530.82
2025-02-19,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1532.25
2025-02-20,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1534.28
2025-02-21,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1534.39
2025-02-22,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1531.86
2025-02-23,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1546.28
2025-02-24,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1561.74
2025-02-25,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1570.31
2025-02-26,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1573.68
2025-02-27,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1572.71
2025-02-28,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1570.02
2025-03-01,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1566.93
2025-03-02,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1563.63
2025-03-03,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1559.99
2025-03-04,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1556.17
2025-03-05,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1552.26
2025-03-06,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1548.67
2025-03-07,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1546.93
2025-03-08,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1543.84
2025-03-09,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1540.62
2025-03-10,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1537.3
2025-03-11,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1533.95
2025-03-12,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1533.27
2025-03-13,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1530.98
2025-03-14,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1528.95
2025-03-15,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1529.76
2025-03-16,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1536.95
2025-03-17,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1541.32
2025-03-18,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1544.1
2025-03-19,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1545.17
2025-03-20,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1546.05
2025-03-21,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1547.95
2025-03-22,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1554.22
2025-03-23,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1558.84
2025-03-24,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1561.01
2025-03-25,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1561.47
2025-03-26,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.25
2025-03-27,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1566.64
2025-03-28,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1572.4
2025-03-29,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1576.4
2025-03-30,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1579.14
2025-03-31,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1578.79
2025-04-01,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1575.7
2025-04-02,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1572.13
2025-04-03,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1568.22
2025-04-04,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1564.01
2025-04-05,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1559.59
2025-04-06,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1555.21
2025-04-07,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1552.71
2025-04-08,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1550.36
2025-04-09,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1547.63
2025-04-10,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1544.67
2025-04-11,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1541.64
2025-04-12,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1537.5
2025-04-13,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1532.88
2025-04-14,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1527.93
2025-04-15,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1523.02
2025-04-16,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1519.58
2025-04-17,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1519.02
2025-04-18,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1518.76
2025-04-19,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1518.46
2025-04-20,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1518.26
2025-04-21,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1518.28
2025-04-22,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1519.46
2025-04-23,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1520.96
2025-04-24,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1522.36
2025-04-25,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1523.76
2025-04-26,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1525.19
2025-04-27,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1526.52
2025-04-28,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1527.79
2025-04-29,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1529.06
2025-04-30,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1530.22
2025-05-01,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1531.4
2025-05-02,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1532.69
2025-05-03,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1534.17
2025-05-04,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1535.54
2025-05-05,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1536.7
2025-05-06,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1537.81
2025-05-07,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1538.9
2025-05-08,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1540.04
2025-05-09,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1541.22
2025-05-10,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1542.42
2025-05-11,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1543.53
2025-05-12,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1544.64
2025-05-13,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1545.72
2025-05-14,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1546.83
2025-05-15,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1547.8
2025-05-16,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1548.64
2025-05-17,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1549.6
2025-05-18,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1550.78
2025-05-19,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1552.09
2025-05-20,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1553.46
2025-05-21,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1554.57
2025-05-22,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1555.48
2025-05-23,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1556.28
2025-05-24,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1557.0
2025-05-25,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1557.69
2025-05-26,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1558.35
2025-05-27,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1558.96
2025-05-28,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1559.5
2025-05-29,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1560.03
2025-05-30,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1560.5
2025-05-31,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1560.89
2025-06-01,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1561.25
2025-06-02,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1561.27
2025-06-03,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1561.33
2025-06-04,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1561.59
2025-06-05,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1561.83
2025-06-06,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.04
2025-06-07,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.22
2025-06-08,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.36
2025-06-09,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.48
2025-06-10,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.55
2025-06-11,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.59
2025-06-12,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.65
2025-06-13,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.64
2025-06-14,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.63
2025-06-15,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.62
2025-06-16,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.59
2025-06-17,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.52
2025-06-18,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.46
2025-06-19,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.38
2025-06-20,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.46
2025-06-21,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.79
2025-06-22,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1563.13
2025-06-23,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1563.25
2025-06-24,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1563.29
2025-06-25,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1563.23
2025-06-26,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1563.15
2025-06-27,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1563.05
2025-06-28,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.93
2025-06-29,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.81
2025-06-30,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.66
2025-07-01,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.5
2025-07-02,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.33
2025-07-03,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1562.14
2025-07-04,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1561.96
2025-07-05,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1561.77
2025-07-06,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1561.58
2025-07-07,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1561.38
2025-07-08,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1561.18
2025-07-09,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1560.95
2025-07-10,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1560.72
2025-07-11,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1560.52
2025-07-12,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1560.27
2025-07-13,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1560.02
2025-07-14,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1559.74
2025-07-15,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1559.46
2025-07-16,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1559.18
2025-07-17,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1558.9
2025-07-18,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1558.61
2025-07-19,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1558.33
2025-07-20,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1558.03
2025-07-21,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1557.75
2025-07-22,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1557.44
2025-07-23,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1557.12
2025-07-24,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1556.78
2025-07-25,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1556.44
2025-07-26,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1556.1
2025-07-27,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1555.76
2025-07-28,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1555.4
2025-07-29,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1555.07
2025-07-30,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1554.71
2025-07-31,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1554.36
2025-08-01,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1553.99
2025-08-02,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1553.64
2025-08-03,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1553.29
2025-08-04,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1552.92
2025-08-05,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1552.54
2025-08-06,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1552.18
2025-08-07,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1551.85
2025-08-08,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1551.53
2025-08-09,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1551.19
2025-08-10,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1550.85
2025-08-11,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1550.49
2025-08-12,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1550.13
2025-08-13,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1549.76
2025-08-14,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1549.4
2025-08-15,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1549.05
2025-08-16,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1548.78
2025-08-17,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1548.47
2025-08-18,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1548.12
2025-08-19,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1547.78
2025-08-20,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1547.42
2025-08-21,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1547.05
2025-08-22,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1546.57
2025-08-23,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1546.08
2025-08-24,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1545.58
2025-08-25,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1545.09
2025-08-26,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1544.58
2025-08-27,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1544.08
2025-08-28,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1543.57
2025-08-29,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1543.05
2025-08-30,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1542.54
2025-08-31,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1542.01
2025-09-01,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1541.51
2025-09-02,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1541.0
2025-09-03,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1540.47
2025-09-04,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1539.97
2025-09-05,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1539.44
2025-09-06,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1538.92
2025-09-07,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1538.42
2025-09-08,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1537.93
2025-09-09,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1537.4
2025-09-10,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1536.88
2025-09-11,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1536.34
2025-09-12,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1535.78
2025-09-13,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1535.22
2025-09-14,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1534.72
2025-09-15,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1534.18
2025-09-16,"COUGAR LAKE NEAR RAINBOW, OR",14159400,1533.61
